Time,Phase_rad,Amplitude,Phase_angle
2024-04-27 07:30:45,119281546.732913,39.8107170553497,-1.36854050744825
2024-04-27 07:31:15,118304011.473048,112.201845430196,1.34168568548692
2024-04-27 07:31:30,117824094.140841,125.892541179417,-0.0135738185286006
2024-04-27 07:31:45,117332404.833162,70.7945784384138,1.34496088012239
2024-04-27 07:32:00,116843458.696109,70.7945784384138,0.122141476596629
2024-04-27 07:32:15,116356715.289881,112.201845430196,2.51529052085174
2024-04-27 07:32:30,115859508.374132,89.1250938133745,2.9024545496445
2024-04-27 07:33:00,114880987.756714,112.201845430196,0.432035493463887
2024-04-27 07:33:15,114390678.882372,89.1250938133745,-0.0768607867328718
2024-04-27 07:33:45,113406012.554595,79.4328234724281,2.98077617842697
2024-04-27 07:34:00,112921431.675332,125.892541179417,0.201959252910681
2024-04-27 07:34:15,112426460.079232,63.0957344480193,-0.90519701862918
2024-04-27 07:34:30,111935429.726748,70.7945784384138,-0.325924668434495
2024-04-27 07:34:45,111439879.351208,100,-2.1594728589196
2024-04-27 07:35:00,110956584.514322,79.4328234724281,-0.665715886118532
2024-04-27 07:35:15,110437135.7492,56.2341325190349,0.348062724443146
2024-04-27 07:35:30,-2511.53465806861,112.201845430196,1.73946480322819
2024-04-27 07:35:45,109449372.525538,125.892541179417,-2.16301387070938
2024-04-27 07:36:00,108981004.163748,44.6683592150963,-3.04245096300093
2024-04-27 07:36:15,108476660.844459,112.201845430196,-1.36031806792439
2024-04-27 07:36:30,107986177.583422,125.892541179417,-0.326720595630168
2024-04-27 07:37:00,-18993.3166777142,112.201845430196,0.752505889675754
2024-04-27 07:37:15,-31386.0048648588,112.201845430196,-1.49425549681094
2024-04-27 07:37:30,-25958.2762850034,28.1838293126445,-2.43778104453697
2024-04-27 07:37:45,-27403.1928267018,112.201845430196,-2.22170209163902
2024-04-27 07:38:00,-27018.7505948415,112.201845430196,-1.0537739692291
2024-04-27 07:38:15,-27125.3812109171,35.4813389233575,-0.870239822819174
2024-04-27 07:38:30,-27083.7609325513,89.1250938133745,3.05092669988603
2024-04-27 07:38:45,-27094.2467938567,100,-1.151749298351
2024-04-27 07:39:00,-27092.3925769648,56.2341325190349,0.70246759360109
2024-04-27 07:39:15,-27090.6891820442,100,2.40586251413354
2024-04-27 07:39:30,-27097.512633508,125.892541179417,1.86559635751428
2024-04-27 07:39:45,-27086.3791302822,56.2341325190349,0.432728969023583
2024-04-27 07:40:00,-27092.9403095538,79.4328234724281,0.154735004551388
2024-04-27 07:40:15,-27091.448501355,125.892541179417,1.64654320340944
2024-04-27 07:40:30,-27086.4558798846,63.0957344480193,0.355979366632664
2024-04-27 07:40:45,-27090.0788105831,79.4328234724281,3.01623397523529
2024-04-27 07:41:00,-27085.3531926537,79.4328234724281,1.45866659748658
2024-04-27 07:41:15,-27086.2054237024,79.4328234724282,0.606435548846048
2024-04-27 07:41:30,-27081.301862744,56.2341325190349,-0.773188799985586
2024-04-27 07:41:45,-27082.0744294212,141.253754462275,-1.54575547722045
2024-04-27 07:42:00,-27083.0589417624,89.1250938133745,-2.53026781835281
2024-04-27 07:42:15,-27081.9128237153,70.7945784384138,-1.38414977130226
2024-04-27 07:42:30,-27079.3640805476,100,1.16459339642613
2024-04-27 07:42:45,-27079.3215348154,79.4328234724281,1.20713912858053
2024-04-27 07:43:00,-27082.5196166327,79.4328234724282,-1.99094268867186
2024-04-27 07:43:15,-27077.6759109887,112.201845430196,2.85276295533702
2024-04-27 07:43:30,-27080.5352149984,125.892541179417,-0.00654105438509185
2024-04-27 07:43:45,-27077.8625206443,89.1250938133745,2.66615329975473
2024-04-27 07:44:00,-27082.4825696232,89.1250938133745,-1.9538956791642
2024-04-27 07:44:15,-27080.4885502538,79.4328234724281,0.0401236901722553
2024-04-27 07:44:30,-27077.8164642981,70.7945784384138,2.71220964594038
2024-04-27 07:44:45,-27077.6682925026,100,2.86038144141064
2024-04-27 07:45:00,-27076.7801777467,50.1187233627272,-2.53468910984302
2024-04-27 07:45:15,-27082.5488585508,56.2341325190349,-2.02018460681786
2024-04-27 07:45:30,-27081.1715265949,141.253754462275,-0.642852650888311
2024-04-27 07:45:45,-27083.8017874463,63.0957344480193,3.01007180494066
2024-04-27 07:46:00,-27078.4317571151,89.1250938133745,2.09691682892451
2024-04-27 07:46:15,-27080.1919432174,89.1250938133746,0.336730726570455
2024-04-27 07:46:30,-27077.1157941016,39.8107170553497,-2.87030546476089
2024-04-27 07:46:45,-27077.1131922792,89.1250938133745,-2.86770364239564
2024-04-27 07:47:00,-27082.3734832516,79.4328234724281,-1.84480930762067
2024-04-27 07:47:15,-27079.3305505232,89.1250938133745,1.19812342078301
2024-04-27 07:47:30,-27082.8063123027,79.4328234724281,-2.27763835872095
2024-04-27 07:47:45,-27081.951913473,89.1250938133745,-1.42323952897489
2024-04-27 07:48:00,-27083.2246679583,79.4328234724281,-2.69599401432999
2024-04-27 07:48:15,-27085.3933090186,89.1250938133746,1.41855023256444
2024-04-27 07:48:30,-27085.3395721323,89.1250938133746,1.47228711893054
2024-04-27 07:48:45,-27086.27043185,39.8107170553497,0.541427401208193
2024-04-27 07:49:00,-27085.5889520897,79.4328234724281,1.22290716146831
2024-04-27 07:49:15,-27089.7323814496,89.1250938133746,-2.92052219840757
2024-04-27 07:49:30,-27091.974980373,63.0957344480193,1.12006418538679
2024-04-27 07:49:45,-27089.0118877803,79.4328234724281,-2.20002852912789
2024-04-27 07:50:00,-27090.3171241283,70.7945784384138,2.77792043010797
2024-04-27 07:50:15,-27100.4440928284,70.7945784384138,-1.06586296289288
2024-04-27 07:50:30,-27088.9993265228,100,-2.18746727155581
2024-04-27 07:50:45,-27120.847189453,112.201845430196,-2.61940366594961
2024-04-27 07:51:00,-26996.5264274847,63.0957344480193,2.32083746593991
2024-04-27 07:51:15,-27456.9559696738,112.201845430196,0.563822701040498
2024-04-27 07:51:30,-25760.6798684923,100,0.379890944006727
2024-04-27 07:51:45,-32112.9509417092,70.7945784384138,0.409163285683385
2024-04-27 07:52:00,-16760.9200391425,100,2.6183604126802
2024-04-27 07:53:00,-16750.6322717018,70.7945784384138,0.33975723894737
2024-04-27 07:53:15,-32127.4547831262,70.7945784384138,-1.52830751694049
2024-04-27 07:53:30,-25771.806960072,89.1250938133745,1.81916997868097
2024-04-27 07:53:45,-27478.1822323396,79.4328234724281,-1.81288404328014
2024-04-27 07:54:00,-27022.8878908547,100,1.09211532468563
2024-04-27 07:54:15,-27144.205842358,100,-0.845315342199307
2024-04-27 07:54:30,-27111.2535926452,112.201845430196,0.691007834748275
